,date,tweet
157,2022-07-17 ~ 2022-07-18,"순밍 환승연애
영이 머리만 쓸어넘기다가 겨우 꺼낸 말 한마디가 걘 잘 지낸대요? 하더니 요즘 날씨 쌀쌀해서 감기 걸릴수도 있다 어쩌구 티엠아 늘어놓음
김규? 인터뷰 시작하자마자 그형은하여튼사람이못됐다고어쩌구저쩌구..말 너무빨라서 자막 달기도 힘들었는데 끝엔 그래도제가너무좋아했어요.."
158,2022-07-17 ~ 2022-07-18,급전필요해서 환승연애나가려고 전남친메구한테 연락한 이다도리
159,2022-07-17 ~ 2022-07-18,환승연애2 보기 시작했는데 말 넘 많이 하면서 봐서 목 칼칼혀 ••
160,2022-07-17 ~ 2022-07-18,재밋다 재밌다 시방 너무재밋다 환승연애 역시 즌2 국룰
161,2022-07-17 ~ 2022-07-18,나 오늘 환승연애 봤는데 태이현 주식 샀음 하
162,2022-07-17 ~ 2022-07-18,"아직
헤어질 결심도 안 봣고
우영우도 안 봣고
환승연애2도 .. 남의 연애도 ..
토르도 안 봣고 나는 ..
ㄴ 그럼 너는 뭘 봐 도대체?????
    ㄴ 젠런 、"
163,2022-07-17 ~ 2022-07-18,환승연애나가는 루행(그러나 이제 환승연애를안봄
164,2022-07-17 ~ 2022-07-18,홍밍.. 환승연애 나가자고 전화하는 여밍이.. 싫다고 거절당함
165,2022-07-17 ~ 2022-07-18,"너 우영우 봐?

아니

너 환승연애봐?

 아니

너 환혼 봐?

아니

너 대체 뭘보는거야?

190811 롯펨콘 마이크드롭 태형 직캠"
166,2022-07-17 ~ 2022-07-18,환승연애 큰문 보고 싶은데 내가 환승연애를 안 봐서 큰문 쓰려고 봐보겠습니다.
167,2022-07-17 ~ 2022-07-18,환승연애?환승연애환승연애훈승연애환승연애훈승연애..
168,2022-07-17 ~ 2022-07-18,"순밍 환승연애
영이 머리만 쓸어넘기다가 겨우 꺼낸 말 한마디가 걘 잘 지낸대요? 하더니 요즘 날씨 쌀쌀해서 감기 걸릴수도 있다 어쩌구 티엠아 늘어놓음
김규? 인터뷰 시작하자마자 그형은하여튼사람이못됐다고어쩌구저쩌구..말 너무빨라서 자막 달기도 힘들었는데 끝엔 그래도제가너무좋아했어요.."
169,2022-07-17 ~ 2022-07-18,급전필요해서 환승연애나가려고 전남친메구한테 연락한 이다도리
170,2022-07-17 ~ 2022-07-18,환승연애2 보기 시작했는데 말 넘 많이 하면서 봐서 목 칼칼혀 ••
171,2022-07-17 ~ 2022-07-18,재밋다 재밌다 시방 너무재밋다 환승연애 역시 즌2 국룰
172,2022-07-17 ~ 2022-07-18,나 오늘 환승연애 봤는데 태이현 주식 샀음 하
173,2022-07-17 ~ 2022-07-18,"아직
헤어질 결심도 안 봣고
우영우도 안 봣고
환승연애2도 .. 남의 연애도 ..
토르도 안 봣고 나는 ..
ㄴ 그럼 너는 뭘 봐 도대체?????
    ㄴ 젠런 、"
174,2022-07-17 ~ 2022-07-18,환승연애나가는 루행(그러나 이제 환승연애를안봄
175,2022-07-17 ~ 2022-07-18,아씨발 우진은재 환승연애 존맛이다…..
176,2022-07-17 ~ 2022-07-18,동런 환승연애 나가줘.
177,2022-07-17 ~ 2022-07-18,"@ 노제여보
그대도 저랑 환승연애 나가면안됨?
앞으로사귀게될전형으로
네그래요 그냥말해봤어요
한숨쉬지마요 다들려요"
178,2022-07-17 ~ 2022-07-18,환승연애2 봐볼게
179,2022-07-17 ~ 2022-07-18,우리한돌이는왜  챤이랑환승연애.를찍고싶다고말한거야?아짐마한테말해봐어서.아지매가알아야  해결을해줄수가잇어요. 착한아짐마가  한돌이도와주려고 그러는거야. 왜그렇게생각했는지  아짐마한테말을해줘야될것같은데?
180,2022-07-17 ~ 2022-07-18,"환승연애2 인스타
김태이 taeikeem
최이현 yvesox
이나연 inayommi
이지연 jjjohnnyeey
김지수 _soo__j
정규민 jayqred
선민기 sun.theartist 

다 잇는데 박...이라는 남성만 인스타 안하는거... 
하. 
.. 
..."
181,2022-07-17 ~ 2022-07-18,환승연애2 보다가 슬퍼짐 무슨 서사가 나온 것도 아닌데 그냥 ex가 있다는 것만 자체로 뭔가 그렇게 애틋하다는 게..
182,2022-07-17 ~ 2022-07-18,아니 그거 알지…. 진짜 환승연애 들어와서 다른여자 관심 안주고 전여친이랑만 잘해볼려고 하는 그런… 그럴거 같아서 괴로움…
183,2022-07-17 ~ 2022-07-18,"나 환승연애 전 남친이랑 나갈 수 있는데 섭외가 안 옴,,"
184,2022-07-17 ~ 2022-07-18,"환승연애 1 - 환승연애 - Command⌘ + S https://posty.pe/gpzgod #팬창작 #나페스 #nct #엔시티 #postype

ㅅㅂ. 너무조아서토할것같다"
185,2022-07-17 ~ 2022-07-18,사실 환승연애 안 봣음 내가 본 게 다른 거 일수도 환승연애가 아닐수도
186,2022-07-17 ~ 2022-07-18,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 링두샘 환승연애 말고 다른 …
● 샘 환승연애를 잊으셨나여..
● 비계는 받아주시는 기준이 있…
● 안녕하세요. 저는 썰 강돕니…
#질문상자 #익명질문모집중"
187,2022-07-17 ~ 2022-07-18,"그 남자들은 환승연애 찍는데 ,, 본인만 힐링캠프 찍는 남자 ,,,"
188,2022-07-19 ~ 2022-07-20,환승연애 #윤두준
189,2022-07-19 ~ 2022-07-20,"환승연애
#원찬"
190,2022-07-19 ~ 2022-07-20,아니어떻게이렇게사람이 '환승연애' 나오게생길수도잇는거임?
191,2022-07-19 ~ 2022-07-20,"환승연애 #강다니엘 ver.2 (고화질은 유튜브로…)
 https://youtu.be/9AOyldHAgNo"
192,2022-07-19 ~ 2022-07-20,환승연애 #지호
193,2022-07-19 ~ 2022-07-20,그거 뭐냐.. 환승연애 또 한다면서 #뽀루
194,2022-07-19 ~ 2022-07-20,환승연애 #쳌황 #황쳌 cut
195,2022-07-19 ~ 2022-07-20,우와 청룡시리즈어워즈 최우수작품 예능부문에 환승연애 올랐는데 승연이 해가될까 같이 나온다!! 수상도 축하합니다
196,2022-07-19 ~ 2022-07-20,닠선 환승연애
197,2022-07-19 ~ 2022-07-20,환승연애 #류옞
198,2022-07-19 ~ 2022-07-20,"동툥 환승연애

둥혁아 자니?
혹시 형이랑 환승연애 나갈래?

                                      ..형
                                     3년만에 연락해서
                                     그게 몬 소리예요"
199,2022-07-19 ~ 2022-07-20,"환승연애 #숩밤
teaser - 당신의 마음이 향하는 곳은 어디입니까"
200,2022-07-19 ~ 2022-07-20,승식이형이 환승연애 OST 부르게 됐다고 카톡와서 둘이 난리법석 피우고 어젠가 그제에는 환승연애 얘기하러 수빈이한테 세번이나 왔다갔뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미쳐 진짜
201,2022-07-19 ~ 2022-07-20,"#청룡시리즈어워즈
최우수 작품상 예능부문 &lt;환승연애>
여우주연상 <유미의 세포들> 김고은 
남자 예능인상 <신서유기 스페셜 스프링 캠프> 강호동
인기스타상 <해피니스> 한효주 &amp; <환승연애> 이용진 

#티빙오리지널 #지금바로TVING"
202,2022-07-19 ~ 2022-07-20,이거 완전 환승연애과거회상영상이잖냐
203,2022-07-19 ~ 2022-07-20,환승연애 정체성은 해가될까라고 봄
204,2022-07-19 ~ 2022-07-20,"환승연애2 OST 부른 환승연애 찐팬 승식이 ㅋㅋㅋ 큰 일 난거처럼 카톡해서 자랑한거 넘 귀엽네 ㅋㅋㅋㅋㅋㅋ

#빅톤 #정수빈"
205,2022-07-19 ~ 2022-07-20,"환승연애1 제주도에서 X밝히는장면
정권이 입터는거보고
코코언니 동태눈되는거
내웃음지뢰임 ㅁㅊ"
206,2022-07-19 ~ 2022-07-20,"<환승연애2> 인트로 삽입곡 - 위클리 Best Friend (We Can)

"
207,2022-07-19 ~ 2022-07-20,ㅜ ㅜ ㅜ 환연 찐팬 승식이 . . 어제 (혹은 그제) 다른데 있다가도 수빈이한테 환승연애 이야기하러 3번이나 다시 왔다고 ㅜ ㅜ ㅜ
208,2022-07-19 ~ 2022-07-20,"✧*·

환승연애 정국 - Video

 https://youtu.be/bJDHatpqlLE"
209,2022-07-19 ~ 2022-07-20,"재원은오로 환승연애 보고싶다..
항상 재원이는 은오 선택했는데 은오는 한번도 재원을 선택한적 없는, 그래서 데이트도 한번도 못해봤는데 하필 랜덤으로 만나는 마지막 데이트날 눈오는데 누군지 모를 상대 기다리는 박재원이랑 의미심장한 표정으로 다가가지도 못하고 바라만보는 이은오.."
210,2022-07-19 ~ 2022-07-20,"전윤 환승연애 나가면 엑스 자기소개서 너무 슬플 것 같지 않니,,,"
211,2022-07-19 ~ 2022-07-20,"하트시그널                                        환승연애
.                          남의 연애"
212,2022-07-19 ~ 2022-07-20,"환승연애볼고임
환승연애보고최연둔얘기해야지"
213,2022-07-19 ~ 2022-07-20,"이 남자랑 환승연애 같이 나가는 거 어떰 
근데 얘 전여친 말고 다른놈 전여친으로 나왔다가 이쟤현 얘랑 눈 맞는 거"
214,2022-07-19 ~ 2022-07-20,"환승연애 원찬
첫 공식 데이트 때 각자의 추억이 담긴 데이트 장소를 다른 출연진이랑 가야 하는데
전군 아쿠아리움 가서 데이트도 잘 하고 다른 출연진이랑 분위기도 좋았는데
그날 돌아오자마자 차니랑 차니데이트상대랑 거실에서 신나게 얘기하고잇는거보고
암말없이방으로들어갈듯..
그담날몸살남"
215,2022-07-19 ~ 2022-07-20,하이건뭐환승연애가아니고연애혁명이잖냐
216,2022-07-19 ~ 2022-07-20,"하 ㅋㅋㅋㅋㅋㅋㅋ
나랑 너무 똑같은 생각이시라 웃김
환승...연애?
걍 다른 사람 갈아탈 생각도 없고
< 첫사랑 얘가 같이 나가자니까 나온 애 >"
217,2022-07-19 ~ 2022-07-20,"제 1회 청룡 시리즈 어워즈 

예능 부문)
신인예능인상: 카이, 주현영
예능인상: 강호동, 셀럽파이브
최우수 작품상: 환승연애

드라마 부문)
신인상: 구교환, 정호연
조연상: 이학주, 김신록
주연상: 이정재, 김고은
최우수 작품상: D.P."
218,2022-07-19 ~ 2022-07-20,"이제현이랑 2년 좀 넘게 사귀다
헤어지고 한 번도 못 보다가
1년 만에 환승연애 나가서
둘만 처음 만나는 자리에서
이제현이 나한테 제일 먼저 하는 말이
잘 지냈어? << 이거여서 고개 끄덕이고
오빠는..? 이러면 이제현 입꼬리만 살짝 올리고
그냥 지냈어 근데 머리 잘랐네- << 이거라면.."
219,2022-07-19 ~ 2022-07-20,"<환승연애2> 온라인 제작발표회에 초대합니다!

일시: 7월 20일(수) 11AM
참석: 이진주 PD, 사이먼 도미닉, 이용진, 김예원, 유라
채널: 티빙 앱, 티빙 유튜브, 네이버 NOW.

이별한 커플들의 연애 정거장
티빙 오리지널 [환승연애2] 지금 바로 TVING"
220,2022-07-19 ~ 2022-07-20,기사로 ㅅㅂ 수상 가능성 SNL 아니면 여고추리반 언급하더니 갑자기 환승연애 ㅋㅋㅋㅋㅋ
221,2022-07-19 ~ 2022-07-20,"미쳤나 원찬 환승연애 장기연애커플인게 더 리얼 도라이 같음
복학생원이랑 신입생찬이 씨씨or동아리or학생회로 만나서 찭이 군대 때도 사궈고 젅주임이사원 될 때까지 적어도 7년은 사귀는게 너무 아름답네"
222,2022-07-19 ~ 2022-07-20,"환승연애 원찬
연애할 때는 전군의 미련할 정도로 사랑하는 모습 때문에 사랑이 부족하다고 느낀 적 없었는데
헤어지고 나서도 미련하게... 다른 사람과 행복하게 웃는 차니를 정면으로 마주보고 있는 것 때문에
차니가 나중에는 
나는 형이 그만 미련했으면 좋겠어
말할 것 같음"
223,2022-07-19 ~ 2022-07-20,..나 환승연애 뭐하는프로인지 아직도모르는데 그냥 죽을거같애..
224,2022-07-19 ~ 2022-07-20,그거 뭐냐.. 환승연애 또 한다면서 #뽀루
225,2022-07-19 ~ 2022-07-20,"https://cms.ize.co.kr/news/articleView.html?idxno=52776…
'환승연애2' 더 화려해진 밥상, 맛은?"
226,2022-07-19 ~ 2022-07-20,"작가님 환승연애가 아니라 환상연애로 바꿔야할것같아요,,,,
X가 나엿음 바짓가랑이잡고 울엇다"
227,2022-07-19 ~ 2022-07-20,환승연애 #윤두준
228,2022-07-19 ~ 2022-07-20,"너 탑건 봤어?
응
너 토르 봤어?
응
헤어질 결심도 봤어?
응
너 우영우 봐?
응
그럼 환승연애도 봐?
응
그럼 지구오락실은? 
봐
그럼 소시탐탐은?
봐
그럼 스맨파는?
봐
그럼 남의연애는?
봐
그럼 하이브십오야는?
봐
그럼 투두는?
봐
그럼 티타임은?
봐

…
뭐가 젤 재밌어?
투두."
229,2022-07-19 ~ 2022-07-20,금쪽이 나는솔로 환승연애 돌싱글즈까지 섭렵하고 이제 결혼지옥보는중
230,2022-07-19 ~ 2022-07-20,ใครก้ได้มาตอบหน่อย 환승연애 ได้เยนึงได้ไง งง
231,2022-07-19 ~ 2022-07-20,"티빙 결제했다
짱구 극장판과 환승연애 마구 봐야지"
232,2022-07-19 ~ 2022-07-20,야 이건 환승연애가 받아야되는거 아니냐
233,2022-07-19 ~ 2022-07-20,머리 안에선 우장훈이랑 환승연애 나가는 썰 24화까지 완성에 서사 작렬인데 말이 안 나와 그냥 나만 알고 있는 얘기 됨
234,2022-07-19 ~ 2022-07-20,이 친구 환승연애 나올거같은 스타일
235,2022-07-19 ~ 2022-07-20,아 오해원 진짜 웃겨 브이앱 반대로 킨 거 보고 농담곰 표정 짓고 종료함 ㅜ
236,2022-07-19 ~ 2022-07-20,"환승연애 최연둔 
숙소에서는 말도 잘 안섞고 전여친도 오랜만에 최엱준 마주하는게 어색해서 서로가 계속 피하다가 장 보러갈때 우연히 둘만 가게되면 차 타자마자 최엱준 안전벨트 매주려고 손 뻗는데 전여친이 먼저 선수쳐서 좀 머쓱해하지만 곧바로 추우면 에어컨 온도 낮춰주겠다는 말을 할것같음"
237,2022-07-19 ~ 2022-07-20,"찬버 환승연애
이거가능성아주있다고봄"
238,2022-07-19 ~ 2022-07-20,하 오늘 계속 환승연애 봣더니 페잉이 x한테온문자처럼 보여요... (부작용)
239,2022-07-19 ~ 2022-07-20,환승연애 영상 만들고 싶은데 너무 애기들이라….. 핱시도 양심 찔리는데 환연은 진심 ㅠㅋㅋㅋㅋㅋㅋㅋㅋ
240,2022-07-19 ~ 2022-07-20,헐 환승연애가 진짜 받았네ㅋㅋㅋㅋㅋ
241,2022-07-19 ~ 2022-07-20,근데 저는 엱준이가 환승연애 나오면 전여친이랑 다시 잘해보려고 나왔을 것 같긴해요 왜냐하면 새로운 사람이랑 잘 되려고 나왔다면 왜 굳이 전애인 앞에서 새로운 사랑을 하는걸 보여줘야하지? 불편하다는 생각 때문에 후자라면 안 나오고 무조건 나랑 다시 잘해볼 생각으로 나올 것 같음
242,2022-07-19 ~ 2022-07-20,"X에 대한 설명서인가 그거 읽어줄 때
최엱준 전애인에 대한것 첫 문장은 
저의 X는 제가 살면서 가장 사랑한 사람입니다
아니면
저에게 사랑을 알려준 사람입니다
라고 시작할 것 같음.. 이정도의 존재는 되야 최엱준이 환승연애를 나올 것 같아서"
243,2022-07-19 ~ 2022-07-20,"하
켠꿍 환승연애 넘재밋을거가태"
244,2022-07-19 ~ 2022-07-20,"집가서
수박먹을끼다
샤워하구
환승연애보다자야지"
245,2022-07-19 ~ 2022-07-20,환승연애2 2화까지 봤는디 완전남의연애던데 헤테로남자가 한명이없던데
246,2022-07-19 ~ 2022-07-20,"프로그램이 성공햇다는증거
온갖호모썰에서 사용됨
다들 각자의 평행세계에서 프듀, 하트시그널, 환승연애를 찍고계심"
247,2022-07-19 ~ 2022-07-20,"다들 왜 전윤 환승연애 얘기해요? 
저 그거 안보는데 일단 기다려봐요"
248,2022-07-19 ~ 2022-07-20,"아 미치겟다 나 환승연애 보면 안될거 같음 
환승연애 영상만 보면 정신을 못차림"
249,2022-07-19 ~ 2022-07-20,환승연애안밧지만개가티흥미롭다
250,2022-07-19 ~ 2022-07-20,"환승연애가 뭐지 
또 나 빼고 다 보는 그런거구나"
251,2022-07-19 ~ 2022-07-20,나랑 사귀고 깨졋다가 환승연애 나가서 천만원 벌사람
252,2022-07-19 ~ 2022-07-20,환승연애 플리 듣는데 너무 조음//
253,2022-07-19 ~ 2022-07-20,혜주랑 환승연애 나가고 싶다
254,2022-07-19 ~ 2022-07-20,이 친구 환승연애 나올거같은 스타일
255,2022-07-19 ~ 2022-07-20,아 오해원 진짜 웃겨 브이앱 반대로 킨 거 보고 농담곰 표정 짓고 종료함 ㅜ
256,2022-07-19 ~ 2022-07-20,"환승연애 최연둔 
숙소에서는 말도 잘 안섞고 전여친도 오랜만에 최엱준 마주하는게 어색해서 서로가 계속 피하다가 장 보러갈때 우연히 둘만 가게되면 차 타자마자 최엱준 안전벨트 매주려고 손 뻗는데 전여친이 먼저 선수쳐서 좀 머쓱해하지만 곧바로 추우면 에어컨 온도 낮춰주겠다는 말을 할것같음"
257,2022-07-19 ~ 2022-07-20,"찬버 환승연애
이거가능성아주있다고봄"
258,2022-07-19 ~ 2022-07-20,하 오늘 계속 환승연애 봣더니 페잉이 x한테온문자처럼 보여요... (부작용)
259,2022-07-19 ~ 2022-07-20,환승연애 영상 만들고 싶은데 너무 애기들이라….. 핱시도 양심 찔리는데 환연은 진심 ㅠㅋㅋㅋㅋㅋㅋㅋㅋ
260,2022-07-19 ~ 2022-07-20,헐 환승연애가 진짜 받았네ㅋㅋㅋㅋㅋ
261,2022-07-19 ~ 2022-07-20,근데 저는 엱준이가 환승연애 나오면 전여친이랑 다시 잘해보려고 나왔을 것 같긴해요 왜냐하면 새로운 사람이랑 잘 되려고 나왔다면 왜 굳이 전애인 앞에서 새로운 사랑을 하는걸 보여줘야하지? 불편하다는 생각 때문에 후자라면 안 나오고 무조건 나랑 다시 잘해볼 생각으로 나올 것 같음
262,2022-07-19 ~ 2022-07-20,"X에 대한 설명서인가 그거 읽어줄 때
최엱준 전애인에 대한것 첫 문장은 
저의 X는 제가 살면서 가장 사랑한 사람입니다
아니면
저에게 사랑을 알려준 사람입니다
라고 시작할 것 같음.. 이정도의 존재는 되야 최엱준이 환승연애를 나올 것 같아서"
263,2022-07-19 ~ 2022-07-20,"하
켠꿍 환승연애 넘재밋을거가태"
264,2022-07-19 ~ 2022-07-20,"집가서
수박먹을끼다
샤워하구
환승연애보다자야지"
265,2022-07-19 ~ 2022-07-20,환승연애2 2화까지 봤는디 완전남의연애던데 헤테로남자가 한명이없던데
